service;datetime;message;emosi
twitter;7/21/2023 21:38;aduh kak kenapa ya pulsa saya berkurang???! dari 25k tautau tanpa adanya penggunaan internet non paket (-Rp 0) tbtb jadi sisa 17k ya Allah. Fyi sblm top up 25 juga ada sisa 4k an. NANGIS BGT pdhl mksd hati buat beli paket di aplikasinya peranti keluar rumah @Telkomsel WHY https://t.co/XUS126dpfk;3
twitter;7/21/2023 21:42;@IndiHomeCare @KemenBUMN @Telkomsel @IndiHome @indihom Sumpah lu gw telat bayar sejam aja kena denda, anda telat sehari ini. Mo gw denda lu @IndiHomeCare. Sumpah capek bangetðŸ¥²;3
twitter;7/21/2023 20:18;@fallinwain @sylvsil @Telkomsel @Telkomsel upp sumpah kesalahan yang lama terulang kembali;3
twitter;7/23/2023 1:17;"Inikah Telkomsel @Telkomsel @telkomselflash @TelkomIndonesia @TelkomselHalo @Telkom 
Burik banget sinyal sama jaringan ADUH MACAM TAI. https://t.co/GOtKJT8t0T";3
twitter;7/23/2023 20:17;"Astaga itu byubyu kelakuan bisa begitu ya....
Tadinya ga mau ikut komen tapi nya ternyata awikwok banget...

Kalo gua jadi byu ngejer orang yg leak chatroom nya sampe mati wakalakakak. Tapi ya SALAH SENDIRI DAH BEGITU";3
twitter;7/25/2023 5:34;@Telkomsel tiba-tiba sinyal ilang tuh kek manaaaaaaa wah udah gila sih lu;3
twitter;7/24/2023 13:32;"wah iya, pake @byu_id ga bisa buka https://t.co/3scgW9hZwq
@Twitter @TwitterID https://t.co/Mj4ZKlH0px";3
twitter;7/25/2023 16:46;"@nptsintias SukurlahhðŸ˜­ðŸ˜­ kartuku tsel harusnya aman *harusnya

Buset ga kebayang nunggu berapa lama  nyambi make makeup + kebaya";3
twitter;7/25/2023 11:48;Langsung inisiatif untuk naik taxi aja. Googling â€œtaxi salzburgâ€, nemu, tapi ordernya kudu via telpon. Sedangkan aku pakenya paketan internetan doang, gabisa telpon!!! ðŸ¤£ Akhirnya langsung isi pulsa dan beli paket roaming Tsel yang khusus telpon. 10 menit harganya 50rb ðŸ˜…;3
twitter;7/26/2023 21:59;@byu_id @collegemenfess Yu kamu akhir-akhir ini kok lemot se, sumpah;3
twitter;7/26/2023 19:01;Telkomsel sinyalnya kek siput. Padahal tinggalnya bukan di plosok, astaga;3
twitter;7/26/2023 20:17;buset boros bgt dah telkomsel;3
twitter;7/27/2023 23:53;muts yang pake Telkomsel tau gak kenapa kuota omg gabisa dipake? :(;3
twitter;7/31/2023 20:40;@Telkomsel wah bner ya Telkomsel lama bnget penanganannya;3
twitter;7/31/2023 19:27;Bete banget sama telkomsel sumpah;3
twitter;7/31/2023 14:04;@Telkomsel waduh udah nieeeehhhh, tp ttp ga bisa nieeehhh gmna dong waduh waduh waduh;3
twitter;7/31/2023 10:20;"Bisa gak sih lo tuh normal2 aja hhhhh gw capek banget aslik. Gw cm mau ambil receipt subscription (yg gak bisa dipake&amp;telkomsel lepas tangan) buat gw urusin ke streaming appnya aja GAK BISA gara2 app lo kentang astaga @Telkomsel https://t.co/5w5HKbtSr8";3
twitter;8/1/2023 22:55;yaallah telkomsel error indihome lemot  sumpah jgn pernah make provider sama buat wifi dah apes bgt;3
twitter;8/1/2023 19:44;sumpah ga banget telkomsel sinyal lu woy, kuota mahal sinyal sulittt;3
twitter;8/1/2023 11:47;@Telkomsel kok makin aneh aja sih... Kemaren ngecek internet gue masi 31 gb eh skrg dah 9 gb padahal gak gue pake apa2? Seharian kemarn malah sering matiin data. Wah parah.;3
twitter;8/1/2023 10:46;@wegathaddicted @3CareIndonesia @triindonesia akhirnya saya memutuskan ganti @Telkomsel kak, hehe krn dr semalam saya nungguin loading film aja sampe ketiduran, bangun2 masih lambat buka semua aplikasi. bye tri @3CareIndonesia @triindonesia;3
twitter;8/1/2023 8:32;Sumpah ini telkomsel dari kemaren2 emang cacat sinyalnya apa hp w doang si herannn, masa 4G full tapi gada sinyal ðŸ¤¬;3
twitter;8/1/2023 18:09;bullying victim stabbing a bully omg i'd say they deserve it. maybe they should d ! 3;3
twitter;8/2/2023 22:12;@Telkomsel Wah kok lama ya mana ga di respon lagi :(;3
twitter;8/2/2023 17:46;eh buset ini indihom sama telkomsel kenapa lagi bala bgt daaahhh;3
twitter;8/2/2023 18:05;Buset byu gua sinyalnya ilang njir;3
twitter;8/3/2023 21:47;@Telkomsel sumpah min, udh di jelasin dan saya berikan informasi selengkap itu, masih gak paham, di bales DM malah itu2 aja, kyak robot. Pusing dah BUMN karyawannnya begini, bukannya pada kuliah?;3
twitter;8/3/2023 20:35;Buset dah tiap abis beli paket internet baru selalu aja bermasalah nih sinyal, gimana nih maksudnya boss? @Telkomsel;3
twitter;8/3/2023 11:00;"@Telkomsel gapeduli, percuma weh harga murah tapi kuota cuma dikit dan berlaku hanya untuk 7hari buat apa bjir ðŸ˜­ðŸ˜­ðŸ˜­ 

intropeksi diri deh buat telkomsel ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ kartu &amp; inet kalian skrg bapuk bgt, pgn ganti kartu tp akses sosmed semua di nomor ini ðŸ–•ðŸ»ðŸ˜­ðŸ–•ðŸ»";3
twitter;8/5/2023 10:50;@Telkomsel Sebenernya di follow up apa nggak sih keluhan sy? Masa ga selesai2, tiket yg dibuat pun udah 3x melewati batas waktu. Heran sama @Telkomsel ga kelar2 urus refund gtu aja;3
twitter;8/6/2023 8:39;"@TanniesChingu Keliatannya sih iya :') udah mah tsel skrg makin mahal malah gk menjamin. Soalnya kmrn juga ada yg kyk kita, dia tsel juga trus akhirnya dia ganti provider lain lancar2 aja ðŸ˜€
Agak badut sih ini sebenarnya.. tsel ni ada mslh apa sbenernya sama fns. Nanti deh coba aku ganti prvder";3
twitter;8/6/2023 8:17;@Telkomsel Lahh naya hari selasa baru di jawab sekarang, kemana aja lu. Masalah kod puk dah selesai di gapri. Baca keluhan gua ini yg diatas makannya;3
twitter;8/5/2023 21:00;@Telkomsel Kapan diurus min? Udah daritadi di DM astaga;3
twitter;8/5/2023 18:22;@Telkomsel DM DM AMPAS LAHH GK KELAR JUGA NI MASALAH SYUU;3
twitter;8/7/2023 1:16;Wah kaco bener ni telkomsel;3
twitter;8/7/2023 8:22;@mashobeat @WinnerWave_ Aku beli nomer daur ulang tsel kak, ternyata sm orang yg dulu nomernya itu dipake buat nomor penjamin. Sumpah ditelponin mulu sampe capek jelasin kalau itu beda orang, soalnya yg ngutang orang sulawesi, sementara saya belinya di konter jateng ðŸ˜­;3
twitter;8/7/2023 20:44;Sumpah ini tsel emang gabisa kahðŸ¤¬ðŸ¤¬;3
twitter;8/7/2023 19:47;"Sumpah ini Telkomsel NGESELIN banget, udah beberapa hari jaringan down slow respon, hari ini ngisi pulsa malah gak masuk ðŸ˜¡
Gak rela kalau gak balik tu pulsa";3
twitter;8/7/2023 18:01;@mxccacina @convomf @Telkomsel mjb sumpah iya banget boncos ni dompet lama lamaðŸ˜­ðŸ¤œðŸ»;3
twitter;8/7/2023 19:16;"@menumpahkan @Telkomsel Kalau gak di balikin juga aku ganti ke XL aja
Sumpah ngeselin ini @Telkomsel";3
twitter;8/7/2023 13:59;@pawang_lele @tanyarlfes @Telkomsel Iya ya Telkomsel punya masalah apa sih, jaringannya ilang mulu heran;3
twitter;8/7/2023 11:27;@Ditamelatingr ni knp ya sinyal telkomsel E trus muter2 mulu heran kuota ada sinyal jg ada hadehhhh @Telkomsel;3
twitter;8/9/2023 1:30;sumpah tipe2 nya mirip kek telkomsel yg baruâ€¦;3
twitter;8/8/2023 21:08;Sumpah ya Telkomsel sama IndiHome kenapa ini kok kompak betul jeleknya ðŸ˜­;3
twitter;8/8/2023 17:25;@uwesqorni @Telkomsel Aku akhirnya ga pernah youtubean lagi. Buka kalau butuh doang. Pdhl sebelum tahu kalo ga beres aku berusaha ngabisin terus tp yg abis kuota utama;3
twitter;8/9/2023 20:19;sumpah sinyal tsel kenapa sih;3
twitter;8/9/2023 20:04;@solehdluffy @Moonton @Telkomsel Wah mending ulah wawanianan leh. Bener ieu mah. Percuma 4G+ sinyal jeceng ge bakalan reconnect haha;3
twitter;8/9/2023 8:40;@Telkomsel Wah min sdh lama min. Sdh setahunan kalau mati listrik ikut mati juga jaringan. Terus skrg tdk mati lampu pun. Untuk menggunakan aplikasi instagram, tiktok cukup sulit. Loadingnya lama.;3
twitter;8/10/2023 0:59;sumpah sinyal tsel di pantai oke, di mall oke, pas di hall konser iLANG;3
twitter;8/10/2023 0:22;@Telkomsel WEH TLG LAH JARINGAN KEK MANAAAAA;3
twitter;8/10/2023 0:55;@Telkomsel TELKOMSEL NI KENAPA SINYAL EDGE, kuota lu udah mahal ni harganya weh;3
twitter;8/10/2023 13:29;@Telkomsel Sejam loh nunggu balesan replay doang lama bangt astaga;3
twitter;8/12/2023 0:05;Dear @Telkomsel ini sistemnya emang lagi ada delay ya? Tadi aku coba ngurus kartuku yang hangus kata mba nya sistem lagi delay, suruh nunggu 3 hari buat aktifin kembali.  Benarkah lagi delay?;3
twitter;8/11/2023 21:14;@Telkomsel lahh diem adminnya ðŸ¤¦â€â™‚ï¸;3
twitter;8/11/2023 20:24;TELKOMSEL SUMPAH YA, BENER BENER LU;3
twitter;8/11/2023 15:55;Eh sumpah ini pulsa gue ilang 150 ribu, udah 3 hari di dm slowrespon bgt dah @Telkomsel;3
twitter;8/12/2023 21:23;"Seriusan udah muak semuak muaknya pake telkomsel @Telkomsel ðŸ«£ðŸ™ˆðŸ˜¡ðŸ˜¤
Hariâ€ jaringan ilang timbul mulu. Mahal iyaðŸ˜¡ g pp klo jaringan lancar, ini menyusahkan. Mw ditengah kota ma tengah utan sam. 
Bye selamanya deh. Udah bnyk yg komplen pun ttp j jaringan g GUNA ilang timbul trs.";3
twitter;8/12/2023 22:40;@Telkomsel hai Telkomsel, saya beli paket berlangganan prime, tapi saat akan aktifkan paket diarahkan download activate. Saya ikuti instruksi, tapi ga terjadi apa apa, akhirnya saya ga bisa pakai prime nya. Any advice?;3
twitter;8/12/2023 21:23;"RT @ardinareads: Seriusan udah muak semuak muaknya pake telkomsel @Telkomsel ðŸ«£ðŸ™ˆðŸ˜¡ðŸ˜¤
Hariâ€ jaringan ilang timbul mulu. Mahal iyaðŸ˜¡ g pp klo jarâ€¦";3
twitter;8/12/2023 17:51;"Sibuk?), gue miss call semua orang gaada yang callback :)
4. Akhirnya pinjem hotspot sama mba mba random buat beli paket di my tsel (TERUS MY TSEL NYA MAKSA UPDATE?? Akhirnya gue harus tunggu sekitar 3 menitan sampe ke install update nya (which no cap felt like an eternity))";3
twitter;8/12/2023 20:42;sumpah ini kenapa deh by.u lemot bgt akhir2 ini? hampit semingguan lemot bgt asliiii, kenapa? @byu_id;3
twitter;8/12/2023 17:58;@nrll131 @fluffygloss @leemarkfr mjb nomor kamu providernya apa kak? setau aku bri tuh emg ga support di semua provider, dulu aku pernah daftarin smartfren eh ternyata gabisa jadi kode otp nya gabakal masuk, akhirnya aku ngurus ke bank trs ganti nomer jadi telkomsel deh;3
twitter;8/12/2023 12:01;Semaleman nunggu email dibalas bakal di follow up ke tim terkait @Telkomsel, nyampe pagi respon tetep gitu gaada perubahan nyampe nyerah gw wkwk, akhirnya ngalahin lah gw beli pulsa lagi buat beli paket data lagi  dan kejadiannya sama lagi tetep gitu https://t.co/AbxwGCiWiW;3
twitter;8/12/2023 13:40;xl tanpa promo lebih mahal dari telkomsel anjir, sumpah xl kasih promo lg dong kali ini aku berpaling dlu darimu soalnya mahal ðŸ˜­;3
twitter;8/12/2023 15:39;akhirnya beli paket m3 aja telkomsel ga kuat muahall;3
twitter;8/12/2023 15:27;akhirnya beli paket m3 aja telkomsel ga kuat muahal;3
twitter;8/13/2023 12:31;kata gue nih telkomsel mahal banget buset;3
twitter;8/13/2023 10:51;Telkomsel paket elite, sinyal sulit. Apanih buka twitter aja lama banget buset deh;3
twitter;8/13/2023 11:04;Telkomsel buset dah, tiap hari wajib banget ilang sinyal, udh mah ilangnya suka lamaa -_- @Telkomsel https://t.co/HIE67utcnr;3
twitter;8/13/2023 15:59;Pernah pake Tsel, tiap malem ditelponin sama nomer yg beda, tiap diblokir si pemilik sepertinya mengganti nomor lain secara berulang dan kembali meneror dengan cara yg sama. Akhirnya memutuskan buat ganti nomor dan nonaktifkan nomor sebelumnya, barulah masalah selesai ðŸ¥²;3
twitter;8/14/2023 21:42;Aduh @Telkomsel kenapa sih kalo buka games sopi tuh susyahhhh bener ðŸ¤¦ðŸ»â€â™€ï¸ https://t.co/PjiW5zlgbd;3
twitter;8/14/2023 22:01;@Telkomsel @gshenhe Cek dm min. Lama banget responnya astaga;3
twitter;8/14/2023 16:49;@dionysusilver Waduh bcis ðŸ˜­ pas pulangnya macet bgtt dari bcis ke gerbang depan ancol aja kemarin hampir 3 jam anjirrr gegara pintunya cuma dibuka 2 (pengalaman pas konser txt kemarin) terus klo kak sier pake telkomsel auto ga ada sinyal ..;3
facebook;6/1/2023 11:41;jaringan norak dikit dikit ilang jaringan ampas bener mahal doanggg internett ampasss mending ganti kartu gua mahal mahal beli yg 65gb malah jringan ampasss cuih;3
facebook;6/1/2023 10:42;CUIH GELI GUE AMA TELKOMSEL SEKARANG MAHAL DOANG SINYAL LEBIH BURUK DARI TRI;3
facebook;6/1/2023 10:57;kartu sampah;3
facebook;6/1/2023 16:43;Telkomsel udah parah, Anj gw jd afk, ðŸ¤¬ dr awal smpe akhir;3
facebook;6/1/2023 19:05;Parah langsung di sedot pulsa gue 50rb.kouta nya gk masukÂ²;3
facebook;6/1/2023 20:53;Koruptor aja tau klen anjg;3
facebook;6/1/2023 20:12;dan sinyalnya pun jelek;3
facebook;6/1/2023 20:09;Koneksi internet nya buruk;3
facebook;6/1/2023 19:28;Kartu mu ngeleg asu;3
facebook;6/1/2023 21:48;Woy yateam,giliran gua main ml lu jelekin sinyal nya,giliran gua gak main game bagus,mau lu apa sih Bbi,bikin orang emosi aja;3
facebook;6/1/2023 21:15;Min udah seminggu sinyal jelek, tadinya lancar banget loh. Buat sehari hari jadi keganggu kalo sinyal jelek lemot;3
facebook;6/1/2023 21:29;Jaringan mmk mati aja lu telkomsel anj terkutuk lu anj;3
facebook;6/2/2023 0:57;"Jam segini sinyal kau kemana buat game ilang _-
Mahal doang sinyal jelek";3
facebook;6/3/2023 19:37;Jaringan udh 2hari jelek parah;3
facebook;6/3/2023 19:09;Jaringan internet telkomsel Sedang sakit atau towernya yg lagi comblo, lalu lari cari pasangan kah? Soalnya jaringannya buruk bgt sampai hilang. Udah gajian, duit udah meninggal dunia;3
facebook;6/3/2023 15:03;Sinyal sampah penipu !!!;3
facebook;6/3/2023 18:26;Harga elit jaringan kek silit;3
facebook;6/3/2023 9:10;"Oi udah 2 hari signal gk bisa buat wa sama game 
Bikin kesal aja";3
facebook;6/2/2023 19:25;Buat apa telkomsel buat tier silver, gold, platinum dan diamond??? Ga beguna lah.. setaraka. Saja dari harga kuota udah gitu aja. Dongkol luar biasa liat 100K dapet puluhan giga tapi kayak ga punya kuota data. Bagus buat kualitas koneksi normal2 saja lah...;3
facebook;6/3/2023 8:49;Jaringan di daerah saya jelek banget skarang...dari kemarin hilang jaringan skarang baru ada tapi jelelnya minta ampun;3
facebook;6/3/2023 8:51;Kemanain dah pake promo 42rb koq jadi rata rata 100 RB up Telkomsel parah ne;3
facebook;6/2/2023 20:35;"Tlkmsel"" sinyl nya perbaiki lah sinyl nya enk bnget idup nya tenang bnget .konsumen mlh kyk dirugikan gara"" sinyl nya jelek";3
facebook;6/3/2023 9:53;Jaringan tolol;3
facebook;6/3/2023 15:35;Sinyal ke anjg;3
facebook;6/2/2023 21:19;Harga kuota mahal, kualitas buruk;3
facebook;6/3/2023 3:54;Kntl sinyal buang buang waktu banget taikðŸ˜¡;3
facebook;6/2/2023 19:49;Telkomsel lama kelamaan semakin buruk suka nya memeras kita dengan cara aktifkan paket darurat tanpa konfirmasi terlebih dahulu dn tidak ada sms masuk dasar gila;3
facebook;6/3/2023 9:02;Iya sih paket Game, sampai habis kuota utama main game MLBB paket nya TDK kurang, d hostpotin pas d matiin muter2 GK fungsi sama sekali paket Game nya. Asu lh;3
facebook;6/3/2023 1:52;Simpati jaringannya monyet;3
facebook;6/2/2023 21:29;Sampah betul jaringan mu..;3
facebook;6/2/2023 17:31;Paketan makin mahal harganya dan hari ini di daerah saya jaringan telkomsel JELEK SEKALI;3
facebook;6/2/2023 19:07;Makin lama makin Parah jaringan Telkomsel, lemottt kali jaringan Telkomsel oiii,,,;3
facebook;6/2/2023 17:17;Masa gua pengguna baru telkom ga dapet promo njir parah lu min jd males make telkomtol;3
facebook;6/3/2023 20:51;Kenapa di Lampung sinyal nya buruk banget siðŸ˜­ðŸ˜¡ðŸ˜ ;3
facebook;6/2/2023 18:26;Jringan tolol aj bgga;3
facebook;6/2/2023 18:09;Jaringan full tapi lemot taik;3
facebook;6/3/2023 11:29;Weylah Telkomsel taik kucing ini gimana mau ngabarin pelanggan wey klw jaringannya mati masak iya wifi tetangga mau digotong kemanaðŸ˜¡ emang anyig ini Telkomsel ppew baru juga ada jaringannya 6jam lalu udah matot lagi untung kau punya kantor jauh klw nggk udah kubakar biar nggk cuman jaringannya yg hilang biar kantornya jga ikut musnah BIKIN EMOSI AJAðŸ˜¡ðŸ˜¡ðŸ˜¡;3
facebook;6/2/2023 17:41;KALAU GAK BISA NGURUS GAK USAH DI PAKE ASU;3
facebook;6/3/2023 21:03;Buruk ini sinyal Telkomsel.....ðŸ˜¡ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ˜¡ðŸ˜¡ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬;3
facebook;6/3/2023 20:30;Jarak rumah gw dari grapari 30 menitan tapi sinyal kek asu;3
facebook;6/2/2023 20:02;Paket aja mahal tapi sinyalnya lambat atau jelek banget.;3
facebook;6/3/2023 3:31;"Sinyal jelek paket data tibA"" di hentikan";3
facebook;6/2/2023 15:23;sinyal daerah solo bibis jelek banget E mulu;3
facebook;6/2/2023 15:21;Lag parah min 4G full tapi lag parah;3
facebook;6/2/2023 17:48;JARINGAN INTERNET MU DI BENAHI DULU,,,MASAK KEKUATAN SUGNAL NYA CUMAN 0,3 kb/s,,,Gak jelas ,,,,asu asu;3
facebook;6/2/2023 18:28;"Jringan buruk gman bsa snyum.. 
Dasar begok";3
facebook;6/2/2023 13:47;"WOY JELEK AMAT NI SINYAL MAIN GAME ONLINE PUTUS2 ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡
BIKIN EMOSI AJA NI TELKOMSEL COK ðŸ˜¡ðŸ˜¡ðŸ˜¡";3
facebook;6/2/2023 9:12;Telkomsel kont sinyal jelek;3
facebook;6/3/2023 16:20;Mahal amat da , hanya orang bodoh yg mau beli ituï¿½ï¿½ï¿½;3
facebook;6/3/2023 6:26;Jaringan parah;3
facebook;6/2/2023 11:09;Sinyal tlkomsel sampah skarang;3
facebook;6/1/2023 12:53;Jaringan jelek;3
facebook;6/3/2023 21:57;Aduh si singa jabrig aing ieu rek ngasupken vocerrr kehed .... sok sok benerken sinyal na lain promosi weh haben ...... di duruk ku aing kartu teh gera ganti kanu tri gera;3
facebook;6/3/2023 21:43;Sinyal benerin bukan promosi trus tolol;3
facebook;6/3/2023 23:05;"Hayoh we jaringan kitu wae goblog mahal mah heeh 
Sing bener keun atuh goblog teu baleg kiyeu anying Telkomsel teh beuki kadiyeu teh plok";3
facebook;6/3/2023 22:52;Telkomcel mangkin kesini mangkin kayak taik jaringan;3
facebook;6/3/2023 22:04;Ngasih sinyal yg bener pepek kartu ampas pelit sinyal gw besok pindah ke smarfren aja dah telkom kek memek;3
facebook;6/3/2023 21:09;Sinyal kok buruk , sekelas telkomsel dengan harga yg cukup mahal sinyal nya kok gini;3
facebook;6/3/2023 21:34;Telkomsel malah ngajakin kuis ... saking bingung nya sinyal nya jelek hahahah;3
facebook;6/2/2023 17:00;Jaringan jelek min tiap main game ping naik turun mulu bikin ga nyaman;3
facebook;6/4/2023 2:12;Parah langganan kartu halo nya,, masa pembelian google play dibatalkan tapi kena di limit kartu hallo nya;3
facebook;6/4/2023 10:25;Sinyal nya jelek banget Telkomsel ih amit amit...;3
facebook;6/4/2023 9:28;Kemanain lagi paket malam di apk Telkomsel parah ini Sik telkomsel suka main ilang ilangin paketan favoriteku;3
facebook;6/4/2023 7:08;Hapus aja lah nih kartu telkomsel dari indonesia, sudah jelek mahal tidak berguna lagi tolol;3
facebook;6/4/2023 13:00;Sumpah. Ini provider paling buruk nomor 1 di alam semesta sampai alien pun minder berlangganan. Koneksi internet dan kecepatannya low bad. Harga tarif, jgn ditanya mahal sampai tak terbatas mahalnya;3
facebook;6/4/2023 10:57;kuota elit jaringan sulit. Telkomsel SAMPAH;3
facebook;6/4/2023 11:15;Kok jaringn di kao barat buruk skli siiðŸ˜­;3
facebook;6/4/2023 20:37;Koneksi internet aja yang super buruk hingga hpku minder punya provider ini dan harga tarifnya super panjang dan tak terbatas alias mahal tak terbatas;3
facebook;6/4/2023 20:47;jaringanya kek kntl udah beli mahalÂ² sinyal kek kntl;3
facebook;6/4/2023 20:01;Nyesel banget pake Telkomsel jaringannya jelek banget.;3
facebook;6/4/2023 13:03;Makin mahal aja, tapi signal makin jelek yach ,,, ga pernah juga dapet hadiah undi* ,,, hwakwkwkkk;3
facebook;6/4/2023 16:04;Jelas dlu buat jaringan mu pukimak;3
facebook;6/4/2023 15:54;Jaringan! Jaringan! Jaringan! Gw udah beli paket ratusan ribu jaringan naek turun mulu parah telkomsel;3
facebook;6/4/2023 11:17;Kenapa jaringannya jelek amat;3
facebook;6/4/2023 10:51;TAIK TELKOMSEL UDAH MAU BANGKRUT AJA KALIAN. JARINGAN DI DAERAH KAMI UDAH KACAU.. GIMANA ... TAK ADA SOLUSI NYA.. PARAHKALI...;3
facebook;6/4/2023 22:06;Taik promo,,, jaringan mu aja cacingan;3
facebook;6/4/2023 23:55;Woi sinyalnyy ngeleg2 bikin kesel susah nian;3
facebook;6/4/2023 16:46;Jaringan sampah;3
facebook;6/4/2023 22:18;Paket mahal jaringan jelek parah;3
facebook;6/4/2023 22:50;Telkomsel kapitalis kok bisa bisanya ganti seenak jidat nomer kartu ke paket Halo. Terus bilang gk bisa dibatalin eleh geblek lo aja emang yg gak mau ngebatalin. Mangkel jingan kayak gini ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡;3
facebook;6/4/2023 22:23;Telkomsel kok jaringan selalu eror ya,padahal kita beli paket data bukan yg gratisan kok pelayanan nya buruk sekali,jaringan selalu eror,Telkomsel oprator paling buruk sekarang ini,memalukan;3
facebook;6/4/2023 22:11;telkomsel oprator nya tidak nyambung, di tanya itu di jawab lain parah;3
facebook;6/5/2023 3:40;Bacot;3
facebook;6/4/2023 20:51;"Dongo makin kemari makin parah aja sinyal..
Telkomnying anying teanying anying";3
facebook;6/5/2023 2:25;"Pdhl bgs lo kartunya.
Gw bandingin ama byk wifi ttp lebih cepet sinyal telkomsel.
Gw pke wifi download 200mb lma bgt.
Pas gw bandingin ama sinyal telkom kok cepet sinyal telkom gw dr pd wifi nya.
Heran kenapa byk org yg ngatain sinyal jelek";3
facebook;6/5/2023 12:45;Parah bet jaringannya.. Sinyal ada 4bar tp ga ngaruh.. Heran gue..;3
facebook;6/5/2023 20:16;Sinyal sering ilang ilangan , kadang ada tapi pas buka apk kek yt, twit, ig lag parah dipake streaming apalagi , maen game jangan tanya;3
facebook;6/5/2023 20:18;Woy jaringan kacau Telkomsel parah tidak sesuai dengan harga paketnya gilla;3
facebook;6/5/2023 19:48;woi min kenapa gw masih belum bisa aktifasi internet, udh mau seminggu lo,gw udh hubungin cs kok sampe sekarang ga ad perbaikan sama sekali,pelayananya kok buruk sekali,mana paket udah mau habis,mau beli kuota gak bisa,kalo gini terus saya lebih baik ganti provider lain!!!!;3
facebook;6/5/2023 16:03;Ini maksudnya gmana....daily check ini kok sampai 43, sejak kapan di kalender ada ke 43, makin lama makin ngaco nih telkomNYET;3
facebook;6/5/2023 16:05;Gimana caranya nonton YouTube dengan sinyal lemot dan buruk taik. Liat pelanggan lama mu. Udah nunggu sinyal bagus, eh sinyal tambah buruk. Dan harga kuota yg murah, eh tambah mahal setara dengan dosa para karyawan dan bos Telkomsel;3
facebook;6/5/2023 14:43;Sinyal Telkomsel parah;3
facebook;6/5/2023 8:30;"Telkomsel jaringan rusak anjirr udah 2 Minggu jelek terus kadang error 
Ngk ada perbaikan sama sekali dari pihak Telkomsel bengkee";3
facebook;6/5/2023 10:15;Sampah;3
facebook;6/5/2023 11:34;Knp hari ini buruk jaringan;3
facebook;6/6/2023 0:44;Jaringan parah bener skrg;3
facebook;6/6/2023 1:32;"KARTUUU  TOLOLLLL BKIN KESELL 
MAIN ML SAMPAI BANTING HP";3
facebook;6/6/2023 3:04;jaringan parah;3
facebook;6/5/2023 20:52;Paket mahal, urusan sinyal bodo amatan.. GBLOK;3
facebook;6/5/2023 19:02;Telkomsel sinyal asu;3
facebook;6/5/2023 19:40;TELKOMSEL isi ulang 10ribu masa aktif hanya nambah 9 Hari PARAH;3
facebook;6/5/2023 19:15;"HAdeh jaringan Lu lagi Ngentod min naik turun naik turun jgn"" lu juga lagi ngentod";3
facebook;6/5/2023 15:20;Woy tolol;3
facebook;6/6/2023 11:23;Siga anying telkomsel;3
facebook;6/6/2023 6:21;Bejat isi vocher kuota kaga bisa;3
facebook;6/6/2023 9:58;Makin buruk Telkomsel isi voucher kda masuk masuk sdh di tungguin 3jam lebih parah;3
facebook;6/6/2023 6:48;Semakin lama semakin lama bukanya bagus malah makin jelek;3
facebook;6/6/2023 5:04;HUT HUT palamu minimal ulang taun ada lah Kouta gratis su pelit amat;3
facebook;6/6/2023 11:23;Telkomsel siga anying;3
facebook;6/6/2023 11:10;Sinyal aja burik Sampai gak ada sinyal apapun. Promo asu doang di tayangkan, sinyal pun pindah kota. Dah cape dgn telkomsel promo trus. Udah pindah kartu kesini,  beli yg baru kartu lain. Makan duit org;3
facebook;6/6/2023 20:56;MingguÂ² kmren lancar jaringan, kok mingguÂ² ini parah sih, ping di atas 100ms buat main game.;3
facebook;6/6/2023 20:26;"KATA NYA 28 THN 
BUKAN YANG MAKIN BAGUS JARINGAN MALAH MAKIN ANCUR 
PARAH"" 
PERBAIKI TOLONG JARINGAN NYA GAK ADA BAGUS"" NYA MAKIN KEDEPAN NYA";3
facebook;6/6/2023 20:16;Kerja woi tolol jangan makan gajih buta doang tolol karyawan telkomsel pemakan gajih buta;3
facebook;6/6/2023 20:15;Sinyalnya benerin tolol kaga usah banyak bacot;3
facebook;6/6/2023 21:18;Telkomsel kayanya lagi bunting besar, jaringan lemot parah masa kaga di benerin,,,parahh...;3
facebook;6/6/2023 21:24;Kuota beli mahal2. Sinyalnya bapuk banget. Tolong dibenerin jaringan telkomsel daerah bojong indah parung. Setiap gw main kerumah sodara, sinyal jelek banget.;3
facebook;6/6/2023 16:31;"Parah paketannya makin mahal aja
Sangat mengecewakan";3
facebook;6/6/2023 16:49;Promo taik doang di tayangkan. Koneksi dan harga gak di update. Promo mahal. Telkomsel mata duitan;3
facebook;6/6/2023 18:30;KARTU PALING TOLOL YA INI SI MERAAAHHH. SMOGA KANTOR NYA CPT TERBAKAR YAAAAAA !!;3
facebook;6/6/2023 19:22;Sinyal sangat jelek;3
facebook;6/6/2023 15:33;Sekarang check in lebih parah dari yang kemaring,..ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡;3
facebook;6/6/2023 17:37;Sinyal jelek gausan mahalÂ², gk malu ya sama operator tetangga;3
